regions,iso3,name,year,boreal,temperate,tropical,subtropical,1a_forestArea,1a_otherWoodedLand,1a_landArea,1b_naturallyRegeneratingForest,1b_plantedForest,1b_plantationForest,1b_plantationForestIntroduced,1b_otherPlantedForest,1c_primary,1c_tempUnstocked,1c_bamboos,1c_mangroves,1c_rubber,1f_palms,1f_treeOrchards,1f_agroforestry,1f_treesUrbanSettings,1f_other,2a_gs_ha_nat_reg,2a_gs_ha_planted,2a_gs_ha_plantation,2a_gs_ha_other_planted,2a_gs_ha_forest,2a_gs_ha_owl,2a_gs_tot_nat_reg,2a_gs_tot_planted,2a_gs_tot_plantation,2a_gs_tot_other_planted,2a_gs_tot_forest,2a_gs_tot_owl,2b_native_#1,2b_native_#2,2b_native_#3,2b_native_#4,2b_native_#5,2b_native_#6,2b_native_#7,2b_native_#8,2b_native_#9,2b_native_#10,2b_native_remaining,2b_native_total,2b_introduced_#1,2b_introduced_#2,2b_introduced_#3,2b_introduced_#4,2b_introduced_#5,2b_introduced_remaining,2b_introduced_total,2b_total_gs,2c_agb,2c_bgb,2c_dwb,2d_carbon_agb,2d_carbon_bgb,2d_carbon_dw,2d_carbon_litter,2d_carbon_soil,2d_soil_depth_cm,3a_prim_prod,3a_prim_prot,3a_prim_biodiv,3a_prim_socserv,3a_prim_multi,3a_prim_other,3a_prim_no_unknown,3a_tot_prod,3a_tot_prot,3a_tot_biodiv,3a_tot_socserv,3a_tot_other,3b_protected,3b_forMngt,3b_mngtProt,4a_priv_own,4a_individ,4a_bus_inst_fo,4a_indigenous_fo,4a_pub_own,4a_fo_unknown,4b_pub_admin,4b_individuals,4b_bus_inst_mr,4b_indigenous_mr,4b_unknown,5c_y_n,6a_policies_national,6a_policies_sub_national,6a_legislation_national,6a_legislation_sub_national,6a_platform_national,6a_platform_sub_national,6a_traceability_national,6a_traceability_sub_national,6b_pfe_y_n,6b_pfe_area,7a_employment_tot,7a_employment_fem,7a_employment_male,7a_emp_forestry_tot,7a_emp_forestry_fem,7a_emp_forestry_male,7a_emp_logging_tot,7a_emp_logging_fem,7a_emp_logging_male,7a_emp_nwfp_tot,7a_emp_nwfp_fem,7a_emp_nwfp_male,7a_emp_support_tot,7a_emp_support_fem,7a_emp_support_male,7b_phd_tot,7b_phd_fem,7b_phd_male,7b_msc_tot,7b_msc_fem,7b_msc_male,7b_ba_tot,7b_ba_fem,7b_ba_male,7b_tech_tot,7b_tech_fem,7b_tech_male,7b_total_tot,7b_total_fem,7b_total_male
"EU-27, International Tropical Timber Organization, Asia, FOREST EUROPE, UNECE",CYP,Cyprus,2010,0,0,0,100,172.84,213.29,924,142.16593,30.69,0,,30.688314,0,0,0,0,0,0,,,,,,,,,57.39412173,,,,,,9.92,,8,,,,,,,,,,1.89,9.89,0.03,,,,,,0.03,9.92,34.44,9.64,,16.19,4.53,,,22.5,,41.4,,3.39,13.49,48.82,,,41.4,107.05,107.05,62.27,,16.84,107.05,16.84,53.92,,,,118.92,,118.92,0,0,0,0,no,yes,no,yes,no,yes,no,no,no,yes,107.05,0.94,,,0.17,,,0.03,,,0,,,0.37,,,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5
"EU-27, International Tropical Timber Organization, Asia, FOREST EUROPE, UNECE",CYP,Cyprus,2015,0,0,0,100,172.71,213.43,924,141.556234,31.15,0,,31.153766,0,0,0,0,0,0,9.87,,,,68.45336109,45.90135266,,45.90135266,64.38538591,,9.69,1.43,,1.43,11.12,,9.13,,,,,,,,,,1.97,11.1,0.03,,,,,,0.03,11.13,38.64,10.82,,18.16,5.08,,,22.5,,41.12,,3.39,13.49,49.19,,,41.12,107.15,107.15,62.64,,16.84,107.15,16.84,53.74,,,,118.97,,118.97,0,0,0,0,no,yes,no,yes,no,yes,no,no,no,yes,107.15,0.85,,,0.15,,,0.03,,,0,,,0.33,,,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5
"EU-27, International Tropical Timber Organization, Asia, FOREST EUROPE, UNECE",CYP,Cyprus,2020,0,0,0,100,172.53,213.57,924,139.78,32.75,0,0,32.75,0,0,0,0,0,0,9.66,,,,73.97338675,52.21374046,,52.21374046,69.84292587,,10.34,1.71,,1.71,12.05,,9.98,,,,,,,,,,2.04,12.02,0.03,,,,,,0.03,12.05,41.93,11.74,,19.71,5.52,,,22.5,,41.12,,3.39,13.96,55.79,,58.27,41.12,114.26,114.26,69.75,,17.35,114.13,17.35,,,,,,,,,,,,no,yes,no,yes,no,yes,no,no,no,yes,114.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,FRO,Faroe Islands,1990,100,0,0,0,0.08,0,140,0,0.08,0.08,0.08,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.08,0,0,,,,,,0,,,0,0,0,0,0.08,0,0.08,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,FRO,Faroe Islands,2000,100,0,0,0,0.08,0,140,0,0.08,0.08,0.08,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.08,0,0,,,,,,0,,,0,0,0,0,0.08,0,0.08,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,FRO,Faroe Islands,2010,100,0,0,0,0.08,0,140,0,0.08,0.08,0.08,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.08,0,0,,,,,,0,,,0,0,0,0,0.08,0,0.08,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,FRO,Faroe Islands,2015,100,0,0,0,0.08,0,140,0,0.08,0.08,0.08,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.08,0,0,,,,,,0,,,0,0,0,0,0.08,0,0.08,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,FRO,Faroe Islands,2020,100,0,0,0,0.08,0,140,0,0.08,0.08,0.08,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.08,0,0,,,,,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ETH,Ethiopia,1990,0,0,100,0,19258.5,22394.3,111971.55,18918.89,339.61,271.69,217.35,67.92,,,,0,,,,,,,131.7,72.4,72.4,72.4,130.6545162,7.4,2491.617813,24.587764,19.670356,4.917408,2516.21,165.71782,,,,,,,,,,,,,,,,,,,,,124.15,30.1,33.04,58.35,14.15,15.53,,,,,,,,,,19258.5,,,,,,,,,,,,,,19258.5,,,,,,no,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ETH,Ethiopia,2000,0,0,100,0,18528.5,22394.3,111971.55,18188.89,339.61,271.69,217.35,67.92,,,,0,,,,,,,131.7,72.4,72.4,72.4,130.6128397,7.4,2395.476813,24.587764,19.670356,4.917408,2420.06,165.71782,,,,,,,,,,,,,,,,,,,,,124.11,30.1,33.02,58.33,14.15,15.52,,,,,,,,,,18528.5,,,,,,,,,,,,,,18528.5,,,,,,no,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ETH,Ethiopia,2010,0,0,100,0,17798.5,22394.3,111971.55,17057.79,740.71,592.57,454.61,148.14,,,,0,,,,,,,131.7,72.4,72.4,72.4,129.2322387,7.4,2246.510943,53.627404,42.902068,10.725336,2300.14,165.71782,,,,,,,,,,,,,,,,,,,,,122.86,29.84,32.26,57.74,14.02,15.16,,,,,,,,,,17798.5,,,,,,,,,,,,,,17798.5,,,,,,no,yes,yes,yes,yes,yes,yes,yes,yes,,6147.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ETH,Ethiopia,2015,0,0,100,0,17433.5,22394.3,111971.55,16461.5,972,777.6,583.2,194.4,,,1474.46,0,,,,,,,131.7,72.4,72.4,72.4,128.39361,7.4,2167.97955,70.3728,56.29824,14.07456,2238.35,165.71782,427.53,270.84,248.46,152.21,134.3,120.87,82.82,71.63,53.72,51.48,564.06,2177.92,38.05,22.38,,,,,60.43,2238.35,122.1,29.68,31.8,57.39,13.95,14.95,,,,,12000,,,,,5433.5,,,,,,,,,,,,,6147.5,11286,,,,,6147.5,no,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ETH,Ethiopia,2020,0,0,100,0,17068.5,22394.3,111971.55,15865.2,1203.3,962.65,711.8,240.65,,,1474.46,0,,,,,,,131.7,72.4,72.4,72.4,127.5197,7.4,2089.44684,87.11892,69.69586,17.42306,2176.57,165.71782,,,,,,,,,,,,,,,,,,,,,121.31,29.52,31.32,57.01,13.87,14.72,,,,,,,,,,17068.5,,,,,,,,,,,,,,,,,,,,no,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EU-27, International Tropical Timber Organization, FOREST EUROPE, UNECE, Europe",DEU,Germany,1990,0,100,0,0,11300,0,34886,5650,5650,0,0,5650,0,401,0,0,0,0,400,,1000,,249.1150442,249.1150442,0,249.1150442,249.1150442,0,1407.5,1407.5,0,1407.5,2815,0,,,,,,,,,,,,,,,,,,,,,132.41,21.28,3.03,66.21,10.91,1.51,19,55.24,30,,,,,,,11300,,,,,,,,,4606,,,,5987,707,5987,0,0,0,0,no,yes,yes,yes,yes,yes,yes,no,no,yes,11300,64.53,10.13,54.4,,,,,,,,,,,,,60,11,50,337,54,283,355,27,328,1084,9,1076,1837,100,1737
"EU-27, International Tropical Timber Organization, FOREST EUROPE, UNECE, Europe",DEU,Germany,2000,0,100,0,0,11354,0,34886,5677,5677,0,0,5677,0,401,0,0,0,0,400,,1000,,297.7805179,297.7805179,0,297.7805179,297.7805179,0,1690.5,1690.5,0,1690.5,3381,0,1224.45,695.51,583.36,141.22,150.54,80.17,69.07,58.71,65.23,,191.86,3260.12,49.86,22.36,10.62,7.68,,29.97,120.49,3380.61,158.17,24.73,4.55,79.09,12.37,2.28,18.88,59.34,30,,,,,,,11354,,,,,,2139,7528,,4945,,,,5993,416,5993,0,0,0,0,no,yes,yes,yes,yes,yes,yes,no,no,yes,11354,50.53,9.77,40.77,,,,,,,,,,,,,76,11,65,310,78,232,304,61,243,763,49,714,1452,199,1254
"EU-27, International Tropical Timber Organization, FOREST EUROPE, UNECE, Europe",DEU,Germany,2010,0,100,0,0,11409,0,34886,5704.5,5704.5,0,0,5704.5,0,377,0,0,0,0,400,,1000,,317.0304146,317.0304146,0,317.0304146,317.0304146,0,1808.5,1808.5,0,1808.5,3617,0,1182.64,748.19,627.28,173.11,169.67,88.19,73.77,73.74,69.29,68.39,183.2,3457.47,71.82,27.17,13.92,10.97,6.38,29.28,159.54,3617.01,169.02,26.5,5.57,84.51,13.25,2.78,18.75,63.44,30,,,,,,,11409,10690.93,,2950,,,3306,7580,,5477,,,,5932,0,5932,0,0,0,0,no,yes,yes,yes,yes,yes,yes,no,no,yes,11409,39.2,5.2,34.1,,,,,,,,,,,,,77,28,49,352,130,223,566,166,401,586,26,559,1581,349,1231
"EU-27, International Tropical Timber Organization, FOREST EUROPE, UNECE, Europe",DEU,Germany,2015,0,100,0,0,11419,0,34886,5709.5,5709.5,0,0,5709.5,0,377,0,0,0,0,400,,1000,,320.7811542,320.7811542,0,320.7811542,320.7811542,0,1831.5,1831.5,0,1831.5,3663,0,1197.67,757.7,635.26,175.31,171.83,89.31,74.71,74.68,70.17,69.26,185.53,3501.43,72.73,27.51,14.1,11.11,6.46,29.65,161.56,3662.99,177.01,27.68,5.1,88.5,13.84,2.55,18.69,65.49,30,,,,,,,11419,10690.93,,3000,,,3306,7580,,5486,,,,5933,0,5933,0,0,0,0,no,yes,yes,yes,yes,yes,yes,no,no,yes,1419,34.37,4.2,30.17,,,,,,,,,,,,,81,31,50,376,151,222,802,255,549,558,28,530,1817,465,1351
"EU-27, International Tropical Timber Organization, FOREST EUROPE, UNECE, Europe",DEU,Germany,2020,0,100,0,0,11419,0,34886,5709.5,5709.5,0,0,5709.5,0,377,0,0,0,0,400,,1000,,320.7811542,320.7811542,0,320.7811542,320.7811542,0,1831.5,1831.5,0,1831.5,3663,0,1197.67,757.7,635.26,175.31,171.83,89.31,74.71,74.68,70.17,69.26,185.53,3501.43,72.73,27.51,14.1,11.11,6.46,29.65,161.56,3662.99,185.14,28.88,4.63,92.57,14.44,2.31,18.63,67.54,30,,,,,,,11419,10690.93,,3000,,,3306,7580,,,,,,,,,,,,,no,yes,yes,yes,yes,yes,yes,no,no,yes,11419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montreal Process, South America",CHL,Chile,1990,0,99,0,1,15246.05,15046.23,74353,13599.75,1646.29,1646.29,1646.29,0,4626.79,,,0,0,,,,,,267.1791761,150.5567063,150.5567063,0,254.5859419,,3633.57,247.86,247.86,0,3881.43,,,,,,,,,,,,,,,,,,,,,,224.88,44.98,51.27,112.44,22.49,25.64,4.72,50,30,5432.25,2723.86,2879.77,0,4210.17,0,0,5432.25,3625.05,6188.75,0,0,,,,,,,,,15246.05,,,,,,yes,yes,no,yes,no,yes,no,yes,no,yes,13599.75,126.16,,,98.44,,,12.84,,,0.35,,,14.54,,,,,,,,,,,,,,,,,
"Montreal Process, South America",CHL,Chile,2000,0,99,0,1,15817.06,14704.78,74353,13538.92,2278.14,2278.14,2278.14,0,4531.32,,,0,0,,,,,,267.1793614,150.5526438,150.5526438,0,250.38155,,3617.32,342.98,342.98,0,3960.3,,1202.63,344.52,319.33,274.78,259.27,174.68,152.9,130.02,113.96,112.31,532.92,3617.32,225.87,89.68,,,,27.44,342.99,3960.31,221.86,44.37,50.58,110.93,22.19,25.29,4.66,50,30,5635.7,2825.88,2987.63,0,4367.85,0,0,5635.7,3760.82,6420.54,0,0,3571.4,0,0,,,,,,15817.06,,,,,,yes,yes,no,yes,no,yes,no,yes,no,yes,13538.92,126.82,,,98.55,,,12.84,,,0.35,,,15.09,,,7,3,4,6,0,6,441,145,296,72,15,57,526,163,363
"Montreal Process, South America",CHL,Chile,2010,0,99,0,1,16725.26,14659.47,74353,13894.87,2830.39,2830.39,2830.39,0,4801.51,,,0,0,,,,,,267.179182,150.5552238,150.5552238,0,247.4430891,,3712.42,426.13,426.13,0,4138.55,,1272.26,364.43,337.81,290.73,274.34,184.8,161.81,137.5,120.56,118.91,449.27,3712.42,280.62,111.43,,,,34.09,426.14,4138.56,219.75,43.95,50.1,109.87,21.97,25.05,4.61,50,30,5959.3,2988.14,3159.17,0,4618.65,0,0,5959.3,3976.76,6879.2,0,0,3690.2,0,0,,,,,,16725.26,,,,,,yes,yes,no,yes,no,yes,no,yes,no,yes,13894.87,120.87,,,91.74,,,12.84,,,0.35,,,15.95,,,21,7,14,25,8,17,466,145,321,13,5,8,525,165,360
"Montreal Process, South America",CHL,Chile,2015,0,99,0,1,17596.08,15423.41,74353,14550.31,3045.77,3045.77,3045.77,0,5198.56,,,0,0,,,,,,267.1791872,150.5530621,150.5515792,0,246.9919437,,3887.54,458.55,458.55,0,4346.09,,1198.89,343.42,318.34,274.01,258.5,174.13,152.46,129.58,113.63,111.98,812.6,3887.54,301.97,119.9,,,,36.88,458.75,4346.29,219.42,43.88,50.03,109.71,21.94,25.01,4.61,50,30,6269.58,3143.72,3323.66,0,4859.12,0,0,6269.58,4183.82,7142.69,0,0,3759.85,0,0,13588.76,,,,4007.32,0,4007.32,0,0,0,0,yes,yes,no,yes,no,yes,no,yes,no,yes,14550.31,116.24,,,79.42,,,12.84,,,0.35,,,23.64,,,20,6,14,31,17,14,323,134,189,2,0,2,376,157,219
"Montreal Process, South America",CHL,Chile,2020,0,99,0,1,18210.7,17313,74353,15026.03,3184.7,3184.7,3184.7,0,5347.67,,,0,0,,,,,,267.179022,150.5542123,150.5542123,0,246.7840336,,4014.64,479.47,479.47,0,4494.11,,1301.48,372.83,345.55,297.4,280.54,189.05,165.55,140.67,123.36,121.64,676.55,4014.62,315.75,125.37,,,,38.35,479.47,4494.09,219.27,43.85,49.99,109.64,21.93,25,4.6,50,30,6488.57,3253.52,3439.76,0,5028.85,0,0,6488.57,4329.96,7392.19,0,0,3803.51,15.11,2.54,,,,,,,,,,,,yes,yes,no,yes,no,yes,no,yes,no,yes,15026.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South America,FLK,Falkland Islands (Malvinas),1990,0,100,0,0,0,0,1217,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,no,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South America,FLK,Falkland Islands (Malvinas),2000,0,100,0,0,0,0,1217,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,no,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South America,FLK,Falkland Islands (Malvinas),2010,0,100,0,0,0,0,1217,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,no,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South America,FLK,Falkland Islands (Malvinas),2015,0,100,0,0,0,0,1217,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,no,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South America,FLK,Falkland Islands (Malvinas),2020,0,100,0,0,0,0,1217,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South America, International Tropical Timber Organization",ECU,Ecuador,1990,0,0,100,0,14632.21,732.02,24836,14587.77,44.43,44.43,,0,,,,163,,,,,,,193.19,304.99,304.99,,193.52,,2818.211286,13.5507057,13.5507057,0,2831.625279,,,,,,,,,,,,,,,,,,,,,,177.02,44.01,32.25,88.51,22,16.12,2.77,,,44.44,0,2523.93,0,1943.62,0,,1181.44,3329.57,3329.57,,,2523.93,3329.57,2523.93,47.71,23.82,9.51,3.65,4419.84,,4419.84,0,0,0,0,no,yes,yes,yes,yes,no,no,yes,no,yes,2523.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South America, International Tropical Timber Organization",ECU,Ecuador,2000,0,0,100,0,13730.5,634.57,24836,13660.35,70.15,70.15,,0,,372.01,,150,,,,,,,193.19,304.99,304.99,,193.76,,2639.043017,21.3950485,21.3950485,0,2660.42168,,,,,,,,,,,,,,,,,,,,,,177.02,44.01,32.25,88.51,22,16.12,2.77,,,70.15,0,3101.99,0,2057.73,0,,1032.15,4197.34,4197.34,,,3101.99,4197.34,3101.99,140.09,26.66,97.08,2.54,5017.08,,5017.08,0,0,0,0,no,yes,yes,yes,yes,no,no,yes,no,yes,3101.99,,,,,,,,,,,,,,,,0,0,0,4,0,4,647,143,504,71,20,51,,,
"South America, International Tropical Timber Organization",ECU,Ecuador,2010,0,0,100,0,13028.19,661.87,24836,12943.37,84.82,84.82,,0,,232.12,,154.81,,,,,,,193.1892544,304.99,304.99,,193.92,,2500.52,25.8692518,25.8692518,0,2526.426605,,,,,,,,,,,,,,,,,,,,,,177.02,44.01,32.25,88.51,22,16.12,2.77,,,84.82,0,4294.71,0,2041.98,0,6606.68,920.2,5523.24,5523.24,,,3186.49,5523.24,3186.49,146.9,29.09,90.39,6.3,4815.96,8065.33,4815.96,0,0,0,0,no,yes,yes,yes,yes,no,no,yes,no,yes,4294.71,,,,,,,,,,,,,,,,1,1,0,10,0,10,527,144,383,24,4,20,,,
"South America, International Tropical Timber Organization",ECU,Ecuador,2015,0,0,100,0,12819.18,786,24836,12692.28,126.89,126.89,,0,,134.08,16.14,154.47,6.22,334.75,,,,,193.19,304.9885728,304.99,,194.3,,2452.021573,38.7,38.7001811,0,2490.766674,,,,,,,,,,,,,,,,,,,,,,177.02,44.01,32.25,88.51,22,16.12,2.77,,,126.89,0,4368.93,0,1981.58,0,6341.78,784.38,5678.11,5678.11,,,3268.63,5678.11,3268.63,149.51,31.68,87.79,9.3,4841.24,7828.43,4841.24,0,0,0,0,no,yes,yes,yes,yes,no,no,yes,no,yes,4368.93,,,,,,,,,,,,,,,,42,16,26,91,33,58,608,190,418,37,10,27,,,
"South America, International Tropical Timber Organization",ECU,Ecuador,2020,0,0,100,0,12497.83,668.28,24836,12386.79,111.01,111.01,,0,,,,154.31,,,,,,,193.19,304.99,304.99,,194.18,,2393.00396,33.8569399,33.8569399,0,2426.828629,,,,,,,,,,,,,,,,,,,,,,177.02,44.01,32.25,88.51,22,16.12,2.77,,,111.01,0,4366.94,0,2039.43,0,5980.45,75601,5737.55,5737.55,,,3258.67,5737.55,3258.67,,,,,,,,,,,,no,yes,yes,yes,yes,no,no,yes,no,yes,4366.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, UNECE, EU-27, Europe, FOREST EUROPE",DNK,Denmark,1990,0,100,0,0,531.44,136,4199,,,,,,,6,0,0,0,0,7,0,,0,,,,,123.9274424,27.20588235,,,,,65.86,3.7,20.64,4.3,0.95,,1.19,,,,,,1.43,28.51,22.55,5.85,,,3.7,5.25,37.35,65.86,100.74,21.49,1.44,47.35,10.1,0.68,11.43,171.83,100,417.32,0,0.37,0,113.75,0,,531.07,0,0.37,114.01,0,0.37,254,,391.67,333.13,58.55,0,139.77,,139.77,0,0,0,0,no,yes,no,yes,no,yes,no,yes,no,yes,420.91,3.58,0.59,2.99,,,,,,,,,,,,,,,,18,3,14,27,3,24,61,4,57,105,10,95
"International Tropical Timber Organization, UNECE, EU-27, Europe, FOREST EUROPE",DNK,Denmark,2000,0,100,0,0,571.6,136,4199,,,,,,,5,0,0,0,0,8,0,,0,,,,,160.1644507,27.20588235,,,,,91.55,3.7,21.47,5.68,1.42,,1.52,,,,,,4.09,34.18,29.57,7.73,,,5.18,14.88,57.36,91.54,100.47,21.53,1.53,47.22,10.12,0.72,10.97,173.29,100,453.53,0,18.41,0,99.66,0,,553.19,219.96,18.41,114.01,0,18.41,254,,433.6,368.79,64.81,0,138,,138,0,0,0,0,no,yes,no,yes,no,yes,no,yes,no,yes,420.91,4.07,0.66,3.41,,,,,,,,,,,,,,,,23,6,17,80,14,66,118,12,106,221,32,189
"International Tropical Timber Organization, UNECE, EU-27, Europe, FOREST EUROPE",DNK,Denmark,2010,0,100,0,0,586.49,46.9,4199,139.525971,446.96,272.952446,272.952446,174.011583,27.93,10.89,0,0,0,0,3.78,0,,0,154.0215047,213.5294874,178.3460845,268.7752114,199.3725383,23.02771855,21.49,95.44,48.68,46.77,116.93,1.08,29.02,11.66,4.97,4.39,5.43,3.19,1.03,0.89,0.79,0.36,2.88,64.61,21.49,7.63,4.42,3.86,3.75,11.17,52.32,116.93,106.86,23.61,1.77,50.22,11.1,0.89,11.46,174.47,100,470.41,0,21.35,0,94.73,0,,565.13,227.57,21.35,109.1,0,41.69,311,,432.79,368.03,64.76,0,139.32,,139.32,0,0,0,0,no,yes,no,yes,no,yes,no,yes,no,yes,427.49,5.06,0.71,4.35,,,,,,,,,,,,,,,,23,8,15,79,43,37,58,3,55,161,54,107
"International Tropical Timber Organization, UNECE, EU-27, Europe, FOREST EUROPE",DNK,Denmark,2015,0,100,0,0,624.68,44.08,4199,164.728116,459.95,272.797756,272.797756,187.154128,22.09,16.25,0,0,0,0,2.88,0,,0,151.2188727,231.0024237,193.4033504,285.8606464,209.9635013,10.20871143,24.91,106.25,52.76,53.5,131.16,0.45,34.78,12.43,6.91,5.87,4.62,2.84,1.39,0.92,0.91,0.67,3.32,74.66,23.76,8.06,5.15,4.29,3.49,11.75,56.5,131.16,112.15,24.77,1.99,52.71,11.64,0.99,11.27,174.82,100,502.17,0,21.37,0,101.14,0,,603.31,242.19,21.37,110.78,0,41.85,311,,462.27,362.08,100.18,0,149.58,,149.58,0,0,0,0,no,yes,no,yes,no,yes,no,yes,no,yes,446.3,5.04,0.71,4.33,,,,,,,,,,,,,,,,23,12,11,86,36,50,104,9,95,213,57,156
"International Tropical Timber Organization, UNECE, EU-27, Europe, FOREST EUROPE",DNK,Denmark,2020,0,100,0,0,628.44,36.95,4199,216.44,412.04,237.82,237.82,174.22,21.14,17.74,0,0,0,0,2.67,0,,0,109.5915727,264.4888846,219.4937348,325.9097693,211.1418751,10.28416779,23.72,108.98,52.2,56.78,132.69,0.38,34.64,13.64,6.79,6.37,4.06,3.04,1.34,1.16,0.99,0.79,3.59,76.41,23.09,8.31,6,4.37,3.5,11.01,56.28,132.69,113.1,24.94,1.6,52.91,11.67,0.8,11,174.85,100,504.25,0,31.91,0,92.28,0,0,596.53,247.22,31.91,109.33,0,52.39,311,,,,,,,,,,,,,no,yes,no,yes,no,yes,no,yes,no,yes,436.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,FSM,Micronesia (Federated States of),1990,0,0,100,0,63.58,0,70,43.33,20.25,20.25,,0,39.58,,,9.94,,,,,,,,,,,272.2554262,,,,,,17.31,,,,,,,,,,,,,,,,,,,,,,500.47,135.11,2.52,250.24,67.63,1.26,,,,0,0,0,0,63.58,0,0,,,,,,,,,,,,,,63.58,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,FSM,Micronesia (Federated States of),2000,0,0,100,0,63.86,0,70,46.63,17.23,17.23,,0,43.97,,,10.01,,,,,,,,,,,272.1578453,,,,,,17.38,,,,,,,,,,,,,,,,,,,,,,500.31,135.14,2.51,250.23,67.49,1.25,,,,0,0,0,0,63.86,0,0,,,,,,,,,,,,,,63.86,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,FSM,Micronesia (Federated States of),2010,0,0,100,0,64.13,0,70,49.92,14.21,14.21,,0,48.37,,,10.08,,,,,,,,,,,272.2594729,,,,,,17.46,,2.31,2.06,1.39,1.27,1.05,0.85,0.79,0.69,0.61,0.59,5.92,17.53,,,,,,,,17.53,500.39,135.04,2.49,250.12,67.52,1.25,,,,0,0,0,0,64.13,0,0,,,,,,,,,,,,,,64.13,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
